Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score
2743,31-08-2022,3,2,5
2744,25-06-2023,2,4,2
2745,13-01-2023,1,2,2
2746,13-07-2023,4,4,5
2747,13-05-2023,3,1,5
2748,04-08-2023,5,2,5
2749,24-06-2023,5,3,4
2750,11-07-2023,3,4,4
2751,27-12-2022,3,1,2
2752,07-05-2023,3,5,1
2753,05-05-2023,3,1,4
2754,14-02-2023,1,5,1
2755,15-12-2022,5,5,4
2756,30-10-2022,1,3,1
2757,30-04-2023,3,4,2
2758,15-02-2023,1,3,1
2759,06-11-2022,3,1,3
2760,26-09-2022,2,1,4
2761,15-02-2023,1,4,3
2762,08-01-2023,3,1,2
2763,05-08-2022,4,2,4
2764,22-10-2022,2,4,3
2765,05-01-2023,3,1,3
2766,22-09-2022,3,5,5
2767,14-12-2022,3,3,4
2768,20-08-2022,2,1,5
2769,07-08-2022,3,1,3
2770,25-02-2023,1,2,3
2771,28-01-2023,2,4,2
2772,25-04-2023,2,4,5
2773,29-05-2023,2,5,4
2774,28-05-2023,1,5,3
2775,04-08-2023,1,4,3
2776,26-12-2022,5,3,5
2777,02-08-2023,5,1,3
2778,19-02-2023,1,1,4
2779,28-08-2022,4,1,1
2780,29-08-2022,3,5,2
2781,12-02-2023,1,2,2
2782,07-10-2022,3,5,3
2783,06-01-2023,3,1,1
2784,09-01-2023,4,3,4
2785,15-08-2022,3,1,5
2786,07-12-2022,4,3,1
2787,10-04-2023,4,2,5
2788,29-05-2023,4,1,3
2789,03-12-2022,1,2,2
2790,03-01-2023,1,5,2
2791,19-01-2023,1,3,1
2792,09-09-2022,3,4,4
2793,27-03-2023,2,5,3
2794,03-09-2022,5,4,4
2795,06-06-2023,5,1,1
2796,05-08-2023,2,4,2
2797,05-08-2022,2,1,2
2798,29-05-2023,3,4,2
2799,01-02-2023,2,1,1
2800,20-06-2023,1,2,2
2801,20-09-2022,1,3,4
2802,01-07-2023,2,3,5
2803,04-11-2022,4,4,5
2804,05-12-2022,5,4,2
2805,19-05-2023,5,3,2
2806,14-04-2023,1,3,1
2807,13-01-2023,3,2,4
2808,13-03-2023,5,2,4
2809,13-02-2023,1,1,5
2810,13-07-2023,2,5,5
2811,13-04-2023,3,4,3
2812,14-08-2022,3,2,5
2813,28-08-2022,4,4,2
2814,13-07-2023,4,1,1
2815,22-09-2022,2,5,3
2816,13-07-2023,4,2,4
2817,12-08-2022,4,1,5
2818,21-06-2023,4,3,3
2819,31-12-2022,2,3,4
2820,16-10-2022,2,1,5
2821,12-04-2023,2,5,5
2822,24-05-2023,2,3,3
2823,23-01-2023,5,2,1
2824,09-09-2022,1,4,1
2825,22-02-2023,5,4,4
2826,29-06-2023,4,3,4
2827,30-08-2022,4,4,5
2828,26-02-2023,5,5,3
2829,07-02-2023,2,5,3
2830,09-12-2022,1,2,2
2831,13-07-2023,5,1,4
2832,14-11-2022,4,5,5
2833,02-09-2022,2,5,2
2834,30-04-2023,5,3,3
2835,30-03-2023,4,5,3
2836,13-08-2022,5,4,1
2837,08-08-2022,4,1,4
2838,03-07-2023,4,4,2
2839,23-10-2022,1,4,5
2840,07-05-2023,3,2,3
2841,10-10-2022,2,2,2
2842,10-11-2022,2,1,5
2843,03-10-2022,5,1,4
2844,14-07-2023,2,5,2
2845,14-11-2022,3,4,2
2846,05-04-2023,1,1,4
2847,01-12-2022,1,2,2
2848,11-08-2022,2,1,1
2849,09-02-2023,5,1,1
2850,31-03-2023,4,1,4
2851,16-10-2022,4,3,3
2852,02-02-2023,2,1,2
2853,31-07-2023,5,1,1
2854,05-03-2023,1,3,4
2855,27-03-2023,3,5,5
2856,23-01-2023,4,5,2
2857,24-12-2022,5,2,5
2858,12-07-2023,1,2,5
2859,19-08-2022,1,3,3
2860,31-01-2023,2,1,4
2861,21-07-2023,2,4,5
2862,10-03-2023,1,2,3
2863,13-03-2023,2,2,1
2864,16-11-2022,1,3,4
2865,23-10-2022,2,2,3
2866,09-07-2023,3,3,2
2867,07-03-2023,3,1,3
2868,13-02-2023,3,4,1
2869,24-03-2023,2,5,4
2870,28-11-2022,5,3,2
2871,31-05-2023,2,5,2
2872,08-06-2023,3,5,1
2873,15-12-2022,4,2,3
2874,14-03-2023,3,5,1
2875,12-06-2023,3,5,4
2876,21-12-2022,3,3,2
2877,02-03-2023,2,4,1
2878,09-12-2022,2,3,3
2879,07-01-2023,1,5,2
2880,13-01-2023,1,1,2
2881,20-10-2022,5,4,1
2882,10-01-2023,3,2,5
2883,14-06-2023,4,3,4
2884,08-08-2022,3,2,4
2885,20-01-2023,1,5,5
2886,17-02-2023,5,5,1
2887,24-06-2023,5,1,1
2888,01-06-2023,5,2,5
2889,10-06-2023,2,2,1
2890,17-01-2023,3,5,5
2891,27-05-2023,5,2,3
2892,05-02-2023,2,1,5
2893,14-10-2022,3,1,1
2894,20-01-2023,1,4,4
2895,31-05-2023,1,2,5
2896,01-07-2023,5,4,1
2897,04-04-2023,3,5,2
2898,20-11-2022,1,4,3
2899,24-10-2022,1,5,3
2900,29-10-2022,1,4,1
2901,20-05-2023,1,4,5
2902,23-10-2022,5,4,3
2903,09-08-2022,3,3,5
2904,27-08-2022,4,2,4
2905,10-09-2022,2,5,1
2906,15-07-2023,2,5,4
2907,15-03-2023,1,4,5
2908,14-05-2023,4,2,5
2909,13-02-2023,2,4,4
2910,05-05-2023,5,1,3
2911,27-10-2022,5,2,2
2912,07-07-2023,3,5,3
2913,05-05-2023,4,1,2
2914,29-05-2023,5,3,3
2915,29-04-2023,3,4,2
2916,20-02-2023,4,4,2
2917,17-01-2023,1,4,5
2918,11-12-2022,4,3,1
2919,11-06-2023,5,1,2
2920,04-02-2023,2,4,4
2921,15-03-2023,5,2,3
2922,29-04-2023,4,2,5
2923,06-05-2023,5,1,2
2924,16-05-2023,5,4,4
2925,30-07-2023,1,3,1
2926,10-09-2022,1,1,1
2927,31-07-2023,4,2,2
2928,28-08-2022,5,4,1
2929,28-01-2023,1,3,4
2930,19-06-2023,1,4,2
2931,20-09-2022,5,4,4
2932,28-04-2023,4,4,3
2933,02-05-2023,3,1,4
2934,16-11-2022,4,3,1
2935,14-02-2023,5,1,1
2936,18-09-2022,4,3,1
2937,09-12-2022,1,4,4
2938,30-01-2023,2,5,1
2939,13-04-2023,4,3,3
2940,18-04-2023,5,1,3
2941,14-12-2022,5,2,5
2942,17-10-2022,3,3,4
2943,18-10-2022,4,1,5
2944,21-05-2023,2,4,1
2945,21-09-2022,4,2,1
2946,20-01-2023,4,5,3
2947,11-02-2023,3,4,2
2948,04-10-2022,2,4,5
2949,02-02-2023,2,2,2
2950,21-08-2022,3,3,5
2951,31-05-2023,3,1,3
2952,01-04-2023,5,3,2
2953,01-06-2023,2,3,4
2954,24-07-2023,5,2,1
2955,12-06-2023,5,2,3
2956,06-02-2023,5,4,1
2957,21-02-2023,1,3,4
2958,16-05-2023,1,2,4
2959,05-07-2023,1,5,2
2960,23-09-2022,2,4,3
2961,12-02-2023,2,2,4
2962,19-12-2022,1,2,3
2963,02-10-2022,1,3,2
2964,15-12-2022,4,1,3
2965,13-07-2023,4,4,5
2966,06-03-2023,5,2,5
2967,11-08-2022,2,3,1
2968,23-05-2023,1,5,4
2969,21-11-2022,4,5,5
2970,23-10-2022,5,5,5
2971,14-10-2022,3,5,4
2972,24-11-2022,3,4,3
2973,09-12-2022,1,3,3
2974,26-11-2022,4,5,4
2975,29-12-2022,2,3,4
2976,02-09-2022,4,3,1
2977,21-03-2023,2,4,3
2978,29-08-2022,5,2,4
2979,08-01-2023,4,5,4
2980,06-02-2023,1,3,5
2981,21-09-2022,5,3,2
2982,13-09-2022,5,4,3
2983,01-07-2023,4,5,4
2984,09-12-2022,4,1,1
2985,14-07-2023,3,5,2
2986,12-07-2023,4,5,3
2987,06-07-2023,4,3,3
2988,15-07-2023,4,4,4
2989,18-06-2023,2,3,3
2990,21-05-2023,2,2,3
2991,23-08-2022,5,5,3
2992,07-12-2022,1,4,2
2993,14-12-2022,5,5,1
2994,16-12-2022,5,5,3
2995,19-01-2023,1,5,2
2996,27-08-2022,3,2,2
2997,30-11-2022,1,2,5
2998,04-02-2023,4,3,3
2999,24-01-2023,2,1,4
3000,17-07-2023,2,2,5
3001,13-04-2023,5,4,3
3002,10-09-2022,3,3,3
3003,17-01-2023,4,3,5
3004,21-10-2022,4,3,4
3005,18-01-2023,4,5,1
3006,28-02-2023,3,5,2
3007,15-05-2023,2,5,3
3008,09-04-2023,2,1,4
3009,27-10-2022,1,2,4
3010,19-11-2022,1,5,5
3011,07-12-2022,4,4,3
3012,22-01-2023,3,5,1
3013,13-07-2023,5,2,4
3014,19-03-2023,3,4,2
3015,04-12-2022,5,5,5
3016,29-11-2022,3,1,2
3017,28-09-2022,3,5,3
3018,13-09-2022,1,1,4
3019,11-09-2022,3,4,2
3020,28-07-2023,2,5,1
3021,19-10-2022,5,3,4
3022,05-02-2023,2,2,3
3023,19-09-2022,3,5,3
3024,05-03-2023,4,5,5
3025,25-01-2023,3,4,5
3026,17-10-2022,3,2,4
3027,17-02-2023,3,2,4
3028,01-04-2023,5,4,1
3029,08-02-2023,1,1,3
3030,05-12-2022,2,2,5
3031,20-12-2022,2,3,2
3032,06-07-2023,1,3,2
3033,28-08-2022,3,3,5
3034,11-10-2022,1,4,2
3035,06-04-2023,2,4,5
3036,25-02-2023,1,4,2
3037,14-01-2023,3,4,2
3038,06-10-2022,5,5,5
3039,03-08-2023,4,2,1
3040,23-10-2022,5,1,4
3041,18-05-2023,5,5,4
3042,13-01-2023,4,1,2
3043,01-05-2023,5,3,3
3044,07-06-2023,1,1,3
3045,12-01-2023,5,4,1
3046,06-03-2023,2,5,3
3047,13-11-2022,4,2,1
3048,04-02-2023,2,2,3
3049,10-10-2022,5,3,2
3050,26-09-2022,1,3,4
3051,09-02-2023,3,5,5
3052,22-07-2023,5,1,3
3053,03-02-2023,2,1,3
3054,14-11-2022,5,5,2
3055,29-09-2022,5,1,3
3056,08-04-2023,5,5,2
3057,06-02-2023,1,2,5
3058,04-07-2023,4,1,1
3059,28-03-2023,2,1,3
3060,14-09-2022,5,2,4
3061,19-07-2023,5,1,3
3062,20-05-2023,3,4,1
3063,06-10-2022,1,5,1
3064,02-12-2022,2,2,5
3065,01-12-2022,3,1,2
3066,04-12-2022,5,4,1
3067,26-12-2022,3,1,2
3068,12-05-2023,3,2,1
3069,14-05-2023,1,2,3
3070,15-04-2023,1,5,4
3071,19-09-2022,1,4,2
3072,01-11-2022,2,4,1
3073,03-01-2023,2,3,5
3074,23-10-2022,1,3,2
3075,20-07-2023,5,3,1
3076,08-10-2022,2,1,5
3077,05-07-2023,2,1,2
3078,28-01-2023,1,1,5
3079,12-11-2022,3,5,3
3080,05-02-2023,3,3,5
3081,20-04-2023,3,3,1
3082,30-07-2023,4,3,4
3083,24-02-2023,4,4,3
3084,06-12-2022,5,3,3
3085,10-12-2022,4,3,5
3086,13-07-2023,4,2,2
3087,23-08-2022,4,3,4
3088,05-11-2022,5,3,5
3089,08-06-2023,5,3,5
3090,15-01-2023,3,2,4
3091,10-02-2023,2,2,4
3092,15-04-2023,4,4,1
3093,31-12-2022,3,4,5
3094,26-04-2023,2,3,1
3095,21-07-2023,5,2,3
3096,05-05-2023,1,3,2
3097,08-09-2022,5,3,4
3098,23-05-2023,3,5,4
3099,07-09-2022,5,4,4
3100,25-04-2023,1,5,2
3101,08-06-2023,5,4,1
3102,01-01-2023,1,2,3
3103,26-01-2023,2,5,2
3104,11-10-2022,5,2,3
3105,31-10-2022,2,1,2
3106,29-04-2023,5,1,2
3107,10-12-2022,2,1,4
3108,15-07-2023,1,4,1
3109,06-10-2022,1,2,1
3110,30-12-2022,1,2,1
3111,27-07-2023,2,5,2
3112,20-02-2023,5,2,3
3113,07-10-2022,5,2,5
3114,24-08-2022,2,2,2
3115,29-06-2023,1,3,5
3116,18-03-2023,2,1,4
3117,30-08-2022,2,3,1
3118,25-10-2022,3,2,3
3119,23-12-2022,4,5,2
3120,10-04-2023,1,5,3
3121,13-04-2023,4,1,3
3122,03-04-2023,1,1,5
3123,12-07-2023,5,2,2
3124,13-08-2022,2,4,2
3125,08-07-2023,3,5,4
3126,19-08-2022,4,5,1
3127,09-04-2023,4,5,5
3128,25-04-2023,3,5,4
3129,31-03-2023,4,2,4
3130,28-12-2022,4,3,3
3131,07-08-2022,3,2,5
3132,19-06-2023,2,2,1
3133,21-09-2022,1,5,1
3134,20-11-2022,3,2,1
3135,24-10-2022,1,2,1
3136,21-06-2023,5,3,5
3137,23-03-2023,1,2,4
3138,10-07-2023,5,3,1
3139,29-11-2022,3,2,1
3140,07-05-2023,1,1,1
3141,16-02-2023,3,1,4
3142,10-08-2022,4,5,1
3143,31-07-2023,1,4,1
3144,18-12-2022,3,4,3
3145,13-06-2023,1,2,1
3146,05-09-2022,5,1,1
3147,24-07-2023,2,2,5
3148,24-06-2023,4,5,1
3149,31-03-2023,2,1,4
3150,29-08-2022,3,2,2
3151,24-02-2023,3,3,1
3152,28-04-2023,1,3,1
3153,04-11-2022,1,5,3
3154,03-06-2023,1,3,5
3155,18-08-2022,2,5,4
3156,27-01-2023,4,2,2
3157,11-04-2023,4,1,3
3158,02-02-2023,1,1,3
3159,23-04-2023,1,1,2
3160,20-08-2022,5,5,3
3161,15-07-2023,1,5,4
3162,20-03-2023,4,4,2
3163,19-03-2023,2,4,5
3164,02-10-2022,4,2,3
3165,17-06-2023,1,5,5
3166,26-01-2023,2,4,1
3167,27-02-2023,5,2,1
3168,05-08-2023,5,2,2
3169,27-04-2023,3,2,3
3170,28-11-2022,1,3,2
3171,08-01-2023,4,1,5
3172,02-09-2022,2,3,1
3173,13-07-2023,5,4,3
3174,02-01-2023,1,5,5
3175,03-02-2023,5,4,1
3176,09-02-2023,5,3,5
3177,20-04-2023,3,4,2
3178,07-10-2022,5,2,1
3179,27-05-2023,5,2,1
3180,30-01-2023,2,1,1
3181,05-04-2023,5,4,1
3182,15-08-2022,3,3,4
3183,06-05-2023,1,1,4
3184,03-07-2023,3,1,4
3185,20-08-2022,5,4,5
3186,12-06-2023,5,2,3
3187,02-01-2023,4,2,2
3188,23-07-2023,5,2,4
3189,17-02-2023,4,3,4
3190,15-10-2022,4,5,5
3191,24-02-2023,1,2,2
3192,26-06-2023,5,4,1
3193,05-08-2023,1,1,5
3194,26-12-2022,2,5,5
3195,23-03-2023,5,4,1
3196,31-10-2022,3,3,1
3197,20-09-2022,5,5,2
3198,04-01-2023,1,3,1
3199,31-08-2022,1,4,4
3200,28-05-2023,5,1,3
3201,27-12-2022,1,4,5
3202,25-12-2022,2,5,1
3203,11-11-2022,4,4,2
3204,27-12-2022,4,1,1
3205,03-11-2022,3,1,3
3206,13-09-2022,2,4,4
3207,13-01-2023,4,4,5
3208,22-03-2023,5,1,3
3209,13-01-2023,3,3,1
3210,11-07-2023,3,5,1
3211,09-10-2022,1,5,3
3212,09-03-2023,2,5,4
3213,08-01-2023,2,5,1
3214,14-04-2023,3,1,2
3215,12-11-2022,4,3,5
3216,29-03-2023,1,4,3
3217,01-11-2022,1,2,1
3218,13-01-2023,2,2,5
3219,06-02-2023,3,3,4
3220,22-08-2022,5,4,3
3221,01-04-2023,1,3,5
3222,18-10-2022,2,5,1
3223,11-11-2022,4,4,2
3224,29-04-2023,2,4,5
3225,30-09-2022,3,1,1
3226,06-10-2022,1,2,3
3227,21-11-2022,3,5,2
3228,13-11-2022,3,5,3
3229,29-09-2022,4,3,4
3230,08-04-2023,4,3,1
3231,11-12-2022,5,3,3
3232,01-07-2023,5,2,3
3233,31-12-2022,5,3,1
3234,09-04-2023,1,3,4
3235,22-10-2022,3,4,1
3236,28-04-2023,2,4,1
3237,10-02-2023,5,1,2
3238,05-04-2023,5,3,5
3239,13-06-2023,5,2,5
3240,22-08-2022,2,5,4
3241,03-06-2023,1,5,3
3242,09-06-2023,3,3,1
3243,25-11-2022,2,3,1
3244,25-03-2023,2,1,1
3245,18-11-2022,3,5,2
3246,03-05-2023,1,1,4
3247,26-06-2023,2,5,4
3248,04-11-2022,4,3,3
3249,03-02-2023,3,2,5
3250,15-11-2022,1,1,3
3251,09-04-2023,5,1,2
3252,05-08-2023,1,3,1
3253,28-03-2023,1,3,1
3254,30-10-2022,2,4,1
3255,17-02-2023,1,4,1
3256,04-07-2023,4,1,4
3257,09-10-2022,1,3,5
3258,16-10-2022,4,4,3
3259,07-11-2022,5,2,1
3260,27-10-2022,5,2,1
3261,07-06-2023,2,2,1
3262,06-10-2022,4,3,3
3263,18-06-2023,1,3,2
3264,19-07-2023,1,4,3
3265,10-09-2022,4,3,2
3266,17-01-2023,1,2,3
3267,14-06-2023,1,5,2
3268,30-06-2023,1,5,4
3269,30-11-2022,1,5,2
3270,26-09-2022,5,5,4
3271,12-03-2023,1,5,1
3272,02-03-2023,5,5,2
3273,05-05-2023,4,5,4
3274,25-06-2023,3,5,4
3275,25-06-2023,1,2,3
3276,20-03-2023,2,2,4
3277,07-01-2023,3,2,3
3278,14-10-2022,1,4,4
3279,01-04-2023,5,2,1
3280,03-08-2023,4,5,4
3281,27-02-2023,4,4,4
3282,30-04-2023,5,1,1
3283,19-10-2022,1,3,3
3284,09-12-2022,2,4,1
3285,29-05-2023,3,3,3
3286,25-04-2023,3,1,4
3287,31-03-2023,5,1,2
3288,31-03-2023,1,5,2
3289,13-06-2023,3,5,1
3290,14-07-2023,1,1,2
3291,28-06-2023,1,1,3
3292,14-08-2022,5,4,3
3293,29-06-2023,5,3,4
3294,28-01-2023,3,2,2
3295,11-08-2022,1,2,1
3296,13-10-2022,1,4,5
3297,22-10-2022,2,3,3
3298,12-12-2022,3,4,4
3299,31-01-2023,4,1,2
3300,09-02-2023,1,1,3
3301,10-11-2022,2,2,2
3302,24-09-2022,5,1,2
3303,08-03-2023,1,2,1
3304,15-06-2023,2,4,2
3305,08-08-2022,5,4,5
3306,17-12-2022,3,5,1
3307,23-10-2022,2,4,1
3308,05-01-2023,1,3,2
3309,31-05-2023,2,3,5
3310,04-11-2022,4,5,5
3311,31-07-2023,5,2,1
3312,14-06-2023,3,1,4
3313,31-05-2023,1,2,2
3314,30-01-2023,1,4,1
3315,20-06-2023,5,3,4
3316,10-08-2022,2,1,2
3317,11-03-2023,1,5,5
3318,17-11-2022,4,3,3
3319,05-08-2022,5,3,4
3320,10-01-2023,1,4,4
3321,05-01-2023,4,1,3
3322,27-11-2022,2,5,4
3323,09-11-2022,5,3,5
3324,06-09-2022,3,2,5
3325,20-03-2023,4,5,5
3326,24-06-2023,4,1,3
3327,13-12-2022,5,1,1
3328,19-05-2023,2,5,4
3329,03-12-2022,4,4,3
3330,26-04-2023,1,3,3
3331,26-08-2022,1,5,5
3332,29-03-2023,2,4,5
3333,23-12-2022,2,3,1
3334,18-08-2022,1,4,2
3335,01-12-2022,5,1,3
3336,25-01-2023,4,4,2
3337,21-02-2023,5,5,2
3338,28-03-2023,3,2,4
3339,01-08-2023,1,1,3
3340,14-12-2022,5,2,3
3341,20-03-2023,3,5,3
3342,12-12-2022,3,4,1
3343,21-07-2023,4,2,5
3344,13-07-2023,5,4,1
3345,22-02-2023,1,1,3
3346,25-05-2023,5,3,2
3347,06-05-2023,4,2,1
3348,18-09-2022,5,2,1
3349,01-12-2022,1,4,3
3350,30-10-2022,2,1,1
3351,14-02-2023,4,2,3
3352,22-01-2023,2,5,2
3353,11-01-2023,2,3,2
3354,02-09-2022,1,4,1
3355,08-07-2023,1,3,3
3356,10-08-2022,2,5,1
3357,07-12-2022,3,3,1
3358,27-09-2022,1,1,2
3359,29-04-2023,3,1,3
3360,25-06-2023,4,4,1
3361,23-03-2023,1,3,3
3362,19-03-2023,1,5,1
3363,22-06-2023,4,4,2
3364,18-03-2023,1,5,2
3365,25-07-2023,1,1,4
3366,21-08-2022,4,5,5
3367,11-09-2022,4,1,5
3368,15-06-2023,5,1,4
3369,16-06-2023,2,5,4
3370,30-07-2023,3,5,3
3371,08-08-2022,4,2,5
3372,13-07-2023,1,3,1
3373,03-08-2023,2,4,4
3374,17-03-2023,1,3,3
3375,24-01-2023,2,4,3
3376,19-08-2022,4,1,2
3377,19-12-2022,3,5,3
3378,12-04-2023,5,1,4
3379,31-12-2022,2,1,4
3380,05-09-2022,4,3,2
3381,03-10-2022,1,5,2
3382,10-11-2022,3,5,5
3383,12-11-2022,3,2,3
3384,27-06-2023,2,1,2
3385,21-12-2022,2,1,4
3386,01-01-2023,2,1,5
3387,19-04-2023,1,3,4
3388,09-10-2022,3,1,3
3389,11-02-2023,2,3,1
3390,02-08-2023,2,4,2
3391,05-07-2023,4,3,1
3392,02-10-2022,3,4,2
3393,21-05-2023,3,4,4
3394,06-04-2023,1,5,5
3395,30-05-2023,4,4,3
3396,13-09-2022,4,3,3
3397,22-03-2023,3,3,2
3398,15-08-2022,5,2,1
3399,23-05-2023,4,4,5
3400,30-12-2022,2,5,3
3401,06-11-2022,4,4,1
3402,23-04-2023,1,4,4
3403,06-03-2023,4,4,3
3404,22-03-2023,4,1,1
3405,16-08-2022,2,1,1
3406,16-07-2023,5,5,4
3407,09-05-2023,1,3,5
3408,02-06-2023,2,2,4
3409,03-10-2022,5,5,4
3410,04-09-2022,4,3,4
3411,30-10-2022,2,3,2
3412,24-09-2022,5,4,4
3413,22-12-2022,1,2,5
3414,06-02-2023,5,2,4
3415,08-06-2023,2,5,1
3416,26-08-2022,1,2,1
3417,21-05-2023,2,5,5
3418,26-06-2023,5,3,4
3419,25-11-2022,2,5,2
3420,08-03-2023,2,3,3
3421,15-02-2023,5,4,2
3422,08-06-2023,1,1,3
3423,19-09-2022,4,5,3
3424,14-03-2023,2,4,5
3425,25-12-2022,5,2,3
3426,24-08-2022,1,3,2
3427,14-01-2023,1,2,3
3428,09-09-2022,2,1,5
3429,27-05-2023,1,2,1
3430,16-06-2023,5,5,4
3431,25-11-2022,2,5,3
3432,12-12-2022,2,3,5
3433,25-03-2023,1,5,2
3434,21-04-2023,1,4,2
3435,09-12-2022,4,3,3
3436,30-07-2023,5,5,2
3437,15-10-2022,3,2,5
3438,28-10-2022,4,2,5
3439,30-10-2022,1,2,5
3440,24-09-2022,1,4,5
3441,30-10-2022,4,2,5
3442,31-10-2022,2,5,3
3443,29-04-2023,2,2,4
3444,14-12-2022,1,2,4
3445,07-05-2023,4,5,2
3446,21-05-2023,4,3,5
3447,08-05-2023,5,1,4
3448,28-03-2023,5,1,5
3449,30-06-2023,3,2,1
3450,18-01-2023,4,3,5
3451,29-04-2023,5,1,2
3452,19-01-2023,5,5,2
3453,17-09-2022,5,5,3
3454,14-03-2023,4,4,2
3455,12-08-2022,2,1,1
3456,30-03-2023,4,3,4
3457,21-04-2023,5,1,4
3458,14-02-2023,2,5,5
3459,26-10-2022,4,4,3
3460,16-11-2022,4,3,3
3461,24-04-2023,1,4,4
3462,08-11-2022,3,3,1
3463,18-09-2022,4,3,4
3464,29-12-2022,2,5,3
3465,19-05-2023,5,4,3
3466,04-08-2023,1,3,4
3467,27-06-2023,4,3,2
3468,05-02-2023,3,1,3
3469,01-08-2023,5,5,1
3470,06-05-2023,1,2,3
3471,30-04-2023,2,4,1
3472,26-07-2023,5,5,4
3473,28-06-2023,3,4,4
3474,09-05-2023,3,1,2
3475,25-01-2023,4,3,4
3476,03-03-2023,5,5,3
3477,05-12-2022,1,2,1
3478,29-11-2022,3,4,1
3479,03-11-2022,4,4,4
3480,25-07-2023,1,5,3
3481,02-03-2023,5,2,4
3482,22-10-2022,4,5,5
3483,23-10-2022,1,4,5
3484,16-09-2022,1,2,4
3485,07-05-2023,2,1,3
3486,27-08-2022,3,1,1
3487,23-09-2022,5,4,1
3488,11-03-2023,1,5,1
3489,03-12-2022,2,4,5
3490,12-10-2022,5,3,2
3491,10-09-2022,3,4,5
3492,13-01-2023,1,5,5
3493,02-04-2023,3,1,5
3494,15-12-2022,1,2,1
3495,08-09-2022,4,3,5
3496,26-12-2022,1,3,2
3497,18-09-2022,2,3,4
3498,19-06-2023,3,3,4
3499,21-07-2023,5,3,5
3500,14-05-2023,4,1,4
3501,20-02-2023,2,3,4
3502,24-04-2023,5,3,5
3503,28-01-2023,5,2,3
3504,20-04-2023,3,4,3
3505,10-11-2022,4,3,2
3506,27-06-2023,2,2,3
3507,31-03-2023,2,5,2
3508,17-04-2023,1,5,4
3509,03-12-2022,4,5,2
3510,22-08-2022,2,4,3
3511,11-05-2023,5,4,5
3512,20-02-2023,5,1,3
3513,11-05-2023,4,1,3
3514,25-08-2022,2,1,1
3515,03-07-2023,3,5,5
3516,15-11-2022,2,3,5
3517,01-01-2023,4,1,1
3518,13-05-2023,4,2,5
3519,10-06-2023,1,3,4
3520,17-09-2022,5,1,1
3521,19-09-2022,1,3,3
3522,14-07-2023,1,5,4
3523,27-02-2023,3,2,3
3524,19-05-2023,3,2,4
3525,01-02-2023,1,2,1
3526,28-01-2023,1,5,3
3527,27-02-2023,1,3,2
3528,27-05-2023,5,2,2
3529,15-07-2023,2,3,4
3530,27-11-2022,1,2,5
3531,24-02-2023,2,4,4
3532,08-10-2022,2,2,5
3533,08-01-2023,2,5,2
3534,14-04-2023,4,3,2
3535,01-11-2022,1,5,1
3536,09-10-2022,1,2,4
3537,09-09-2022,4,2,5
3538,20-04-2023,1,5,4
3539,06-02-2023,3,3,4
3540,25-06-2023,2,2,3
3541,28-11-2022,1,3,3
3542,18-10-2022,2,3,4
3543,11-02-2023,4,5,5
3544,14-09-2022,3,5,3
3545,27-05-2023,2,5,2
3546,10-05-2023,2,5,5
3547,24-12-2022,2,4,2
3548,06-10-2022,5,5,3
3549,19-04-2023,1,4,1
3550,23-01-2023,3,5,4
3551,03-06-2023,4,4,3
3552,14-10-2022,3,4,2
3553,30-10-2022,4,2,4
3554,07-06-2023,2,1,2
3555,13-01-2023,2,5,1
3556,11-06-2023,2,2,3
3557,20-04-2023,4,5,2
3558,05-10-2022,2,5,3
3559,27-12-2022,3,2,1
3560,09-01-2023,2,4,5
3561,20-11-2022,2,1,5
3562,27-11-2022,2,1,3
3563,31-01-2023,4,1,3
3564,12-03-2023,4,4,3
3565,29-09-2022,5,5,5
3566,27-01-2023,1,2,3
3567,04-08-2023,2,3,2
3568,07-02-2023,2,4,1
3569,24-12-2022,1,3,5
3570,02-01-2023,2,5,3
3571,23-11-2022,4,1,5
3572,05-12-2022,5,5,5
3573,31-12-2022,4,1,1
3574,07-07-2023,3,3,3
3575,26-06-2023,5,1,5
3576,23-03-2023,2,3,3
3577,14-08-2022,5,4,5
3578,14-10-2022,1,4,2
3579,27-04-2023,5,3,3
3580,21-10-2022,2,4,3
3581,29-08-2022,3,4,4
3582,17-09-2022,2,2,5
3583,05-07-2023,4,1,4
3584,28-05-2023,2,2,5
3585,12-01-2023,1,2,3
3586,31-01-2023,4,2,4
3587,24-05-2023,1,2,2
3588,10-05-2023,4,2,1
3589,18-09-2022,2,3,2
3590,06-12-2022,2,5,4
3591,27-07-2023,2,1,4
3592,15-11-2022,4,1,2
3593,07-10-2022,4,4,3
3594,23-01-2023,1,5,1
3595,19-01-2023,2,3,1
3596,19-10-2022,4,3,4
3597,27-10-2022,5,4,4
3598,01-07-2023,2,5,4
3599,02-03-2023,4,4,2
3600,04-07-2023,2,1,4
3601,01-09-2022,1,1,2
3602,04-08-2023,3,3,3
3603,08-10-2022,5,1,3
3604,15-12-2022,3,5,4
3605,09-07-2023,5,1,3
3606,27-03-2023,3,5,1
3607,18-07-2023,2,4,1
3608,12-01-2023,1,3,1
3609,05-11-2022,2,2,4
3610,14-12-2022,4,5,5
3611,16-09-2022,2,3,4
3612,07-07-2023,5,3,3
3613,13-10-2022,1,5,2
3614,04-07-2023,4,5,1
